table,state_code,district_code,area_name,total,age_group,total_p,total_m,total_f,never_married_t,never_married_m,never_married_f,curr_married_t,curr_married_m,curr_married_f,widowed_t,widowed_m,widowed_f,separated_t,separated_m,separated_f,divorced_t,divorced_m,divorced_f,unspecified_t,unspecified_m,unspecified_f
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,35-39,459275,227906,231369,12499,9110,3389,433678,215470,218208,10252,1835,8417,1735,901,834,1111,590,521,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,40-44,394635,195137,199498,7468,5234,2234,369424,186335,183089,15214,2350,12864,1526,782,744,1003,436,567,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,45-49,350793,173489,177304,5177,3598,1579,322232,165532,156700,21221,3342,17879,1290,611,679,873,406,467,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,50-54,295411,145792,149619,4023,2810,1213,261548,137663,123885,28047,4491,23556,1101,530,571,692,298,394,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,55-59,240093,119998,120095,2915,2074,841,204474,111852,92622,31370,5414,25956,823,417,406,511,241,270,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,60-64,212263,105331,106932,3859,2676,1183,162218,93964,68254,44862,8042,36820,837,430,407,487,219,268,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,65-69,146096,71950,74146,3494,2320,1174,101757,61346,40411,40081,7897,32184,473,249,224,291,138,153,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,70-74,120932,57250,63682,2213,1525,688,70471,45818,24653,47601,9577,38024,428,223,205,219,107,112,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,75-79,69958,33561,36397,1018,738,280,37143,25159,11984,31471,7488,23983,210,127,83,116,49,67,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,80+,100043,45339,54704,2756,1854,902,38180,28184,9996,58706,15086,43620,238,155,83,163,60,103,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,Age not stated,9386,4899,4487,5570,3270,2300,3346,1533,1813,422,80,342,30,11,19,18,5,13,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,Less than 18,1960289,1028888,931401,1939895,1021620,918275,19324,6844,12480,736,234,502,291,172,119,43,18,25,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Rural,Less than 21,2315789,1211572,1104217,2247026,1194728,1052298,66982,16195,50787,1182,369,813,489,240,249,110,40,70,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,All ages,688552,371528,317024,306994,178259,128735,353013,187399,165614,26454,5036,21418,1188,492,696,903,342,561,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,0-9,97671,52284,45387,97671,52284,45387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,10-14,58959,32740,26219,57734,32228,25506,1148,485,663,37,11,26,32,13,19,8,3,5,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,15-19,64470,36175,28295,61069,35081,25988,3314,1059,2255,51,17,34,29,14,15,7,4,3,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,20-24,70427,38553,31874,51660,32120,19540,18573,6364,12209,111,32,79,63,29,34,20,8,12,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,25-29,65555,35109,30446,24063,16979,7084,41067,18008,23059,232,60,172,119,43,76,74,19,55,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,30-34,60982,31981,29001,6679,4698,1981,53498,27066,26432,540,104,436,143,62,81,122,51,71,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,35-39,58691,30324,28367,2356,1477,879,54942,28551,26391,1012,155,857,208,82,126,173,59,114,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,40-44,50925,27132,23793,1318,808,510,47798,25995,21803,1517,212,1305,149,54,95,143,63,80,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,45-49,44335,24153,20182,889,516,373,41087,23277,17810,2124,274,1850,133,53,80,102,33,69,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,50-54,35276,19932,15344,680,386,294,31860,19096,12764,2530,356,2174,112,49,63,94,45,49,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,55-59,26767,15247,11520,551,291,260,23360,14459,8901,2718,448,2270,62,25,37,76,24,52,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,60-64,19109,10133,8976,560,301,259,15132,9235,5897,3319,565,2754,60,22,38,38,10,28,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,65-69,12511,6437,6074,513,309,204,9004,5524,3480,2941,577,2364,34,19,15,19,8,11,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,70-74,9655,4869,4786,298,178,120,6056,3995,2061,3271,678,2593,20,12,8,10,6,4,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,75-79,5748,2879,2869,174,115,59,3185,2199,986,2372,555,1817,10,7,3,7,3,4,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,80+,6694,3126,3568,363,228,135,2651,1899,752,3657,986,2671,13,7,6,10,6,4,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,Age not stated,777,454,323,416,260,156,338,187,151,22,6,16,1,1,0,0,0,0,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,Less than 18,193469,105424,88045,190862,104442,86420,2474,935,1539,73,21,52,49,20,29,11,6,5,0,0,0
C0402,2,0,State - HIMACHAL PRADESH (02),Urban,Less than 21,235959,129508,106451,228881,127145,101736,6881,2291,4590,110,31,79,70,33,37,17,8,9,0,0,0
C0402,3,0,State - PUNJAB (03),Total,All ages,27743338,14639465,13103873,12449927,7281331,5168596,13873422,6917795,6955627,1304863,376705,928158,70891,37870,33021,44235,25764,18471,0,0,0
C0402,3,0,State - PUNJAB (03),Total,0-9,4501548,2451638,2049910,4501548,2451638,2049910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,3,0,State - PUNJAB (03),Total,10-14,2583402,1445530,1137872,2521057,1417971,1103086,58443,25645,32798,2056,886,1170,1562,879,683,284,149,135,0,0,0
C0402,3,0,State - PUNJAB (03),Total,15-19,2817683,1570180,1247503,2629591,1512294,1117297,181646,55014,126632,3624,1471,2153,2204,1174,1030,618,227,391,0,0,0
C0402,3,0,State - PUNJAB (03),Total,20-24,2776636,1465531,1311105,1750438,1115844,634594,1010474,343104,667370,7352,2630,4722,5243,2601,2642,3129,1352,1777,0,0,0
C0402,3,0,State - PUNJAB (03),Total,25-29,2463861,1270405,1193456,613471,446759,166712,1820019,810721,1009298,14504,4802,9702,9047,4526,4521,6820,3597,3223,0,0,0
C0402,3,0,State - PUNJAB (03),Total,30-34,2116539,1082533,1034006,156726,121732,34994,1914945,943179,971766,26393,7536,18857,10064,5197,4867,8411,4889,3522,0,0,0
C0402,3,0,State - PUNJAB (03),Total,35-39,1989071,1010862,978209,62615,49975,12640,1863008,940049,922959,46123,10852,35271,9743,5182,4561,7582,4804,2778,0,0,0
C0402,3,0,State - PUNJAB (03),Total,40-44,1788469,909208,879261,40102,32497,7605,1662761,852652,810109,71511,15774,55737,8308,4547,3761,5787,3738,2049,0,0,0
C0402,3,0,State - PUNJAB (03),Total,45-49,1587771,818135,769636,28767,23818,4949,1451242,766813,684429,97186,21320,75866,6517,3558,2959,4059,2626,1433,0,0,0
C0402,3,0,State - PUNJAB (03),Total,50-54,1254464,663664,590800,23455,19302,4153,1108345,612438,495907,115168,27507,87661,4827,2738,2089,2669,1679,990,0,0,0
C0402,3,0,State - PUNJAB (03),Total,55-59,956555,485845,470710,16515,13301,3214,829784,442173,387611,105690,27761,77929,3080,1700,1380,1486,910,576,0,0,0
C0402,3,0,State - PUNJAB (03),Total,60-64,996590,482483,514107,22546,17297,5249,796148,417940,378208,173157,44748,128409,3393,1764,1629,1346,734,612,0,0,0
C0402,3,0,State - PUNJAB (03),Total,65-69,719588,372806,346782,21463,16017,5446,533804,306572,227232,161108,48453,112655,2399,1313,1086,814,451,363,0,0,0
C0402,3,0,State - PUNJAB (03),Total,70-74,513472,272120,241352,13774,10918,2856,321564,205145,116419,175617,54642,120975,2021,1158,863,496,257,239,0,0,0
C0402,3,0,State - PUNJAB (03),Total,75-79,256666,130203,126463,6223,4959,1264,149113,89092,60021,100084,35396,64688,998,629,369,248,127,121,0,0,0
C0402,3,0,State - PUNJAB (03),Total,80+,379501,186050,193451,19051,13125,5926,155397,99554,55843,203287,72347,130940,1377,846,531,389,178,211,0,0,0
C0402,3,0,State - PUNJAB (03),Total,Age not stated,41522,22272,19250,22585,13884,8701,16729,7704,9025,2003,580,1423,108,58,50,97,46,51,0,0,0
C0402,3,0,State - PUNJAB (03),Total,Less than 18,8739761,4818578,3921183,8606614,4764946,3841668,125640,50145,75495,4311,1738,2573,2667,1494,1173,529,255,274,0,0,0
C0402,3,0,State - PUNJAB (03),Total,Less than 21,10549194,5818525,4730669,10148960,5690062,4458898,386978,122493,264485,7257,2915,4342,4659,2514,2145,1340,541,799,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,All ages,17344192,9093476,8250716,7829295,4570634,3258661,8592996,4230278,4362718,855254,254859,600395,40807,21307,19500,25840,16398,9442,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,0-9,2858391,1557889,1300502,2858391,1557889,1300502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,10-14,1668828,931366,737462,1629857,914054,715803,36502,16084,20418,1356,600,756,948,540,408,165,88,77,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,15-19,1814427,1003831,810596,1693653,966889,726764,116712,35169,81543,2372,961,1411,1301,659,642,389,153,236,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,20-24,1706833,888739,818094,1037166,659671,377495,659991,225160,434831,4775,1717,3058,2869,1257,1612,2032,934,1098,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,25-29,1455456,738196,717260,328764,243061,85703,1108547,487698,620849,9433,3028,6405,4688,2072,2616,4024,2337,1687,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,30-34,1263506,636268,627238,88572,71445,17127,1147797,554391,593406,17174,4789,12385,5382,2648,2734,4581,2995,1586,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,35-39,1202842,604249,598593,38797,32617,6180,1124634,559086,565548,29850,6818,23032,5397,2799,2598,4164,2929,1235,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,40-44,1102644,555906,546738,26962,23008,3954,1021772,517545,504227,45833,10302,35531,4765,2700,2065,3312,2351,961,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,45-49,964942,495583,469359,20357,17708,2649,878383,460508,417875,60213,13699,46514,3670,2020,1650,2319,1648,671,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,50-54,749857,397863,351994,16975,14799,2176,658655,362876,295779,69907,17581,52326,2698,1524,1174,1622,1083,539,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,55-59,569146,283796,285350,11856,10233,1623,492193,254917,237276,62468,17091,45377,1750,973,777,879,582,297,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,60-64,654729,309825,344904,16865,13764,3101,524400,265075,259325,110339,29315,81024,2248,1168,1080,877,503,374,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,65-69,496111,257824,238287,16072,12747,3325,371175,210698,160477,106605,33130,73475,1693,914,779,566,335,231,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,70-74,356117,191121,164996,10698,8993,1705,223909,142815,81094,119658,38267,81391,1496,860,636,356,186,170,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,75-79,175972,89364,86608,4903,4190,713,103649,60519,43130,66476,24084,42392,751,470,281,193,101,92,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,80+,274781,135823,138958,13192,9594,3598,112836,72365,40471,147385,53055,94330,1081,671,410,287,138,149,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,Age not stated,29610,15833,13777,16215,9972,6243,11841,5372,6469,1410,422,988,70,32,38,74,35,39,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,Less than 18,5603949,3085087,2518862,5520339,3051269,2469070,78797,31563,47234,2863,1173,1690,1629,919,710,321,163,158,0,0,0
C0402,3,0,State - PUNJAB (03),Rural,Less than 21,6750257,3712416,3037841,6491630,3630132,2861498,250236,78560,171676,4804,1949,2855,2749,1425,1324,838,350,488,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,All ages,10399146,5545989,4853157,4620632,2710697,1909935,5280426,2687517,2592909,449609,121846,327763,30084,16563,13521,18395,9366,9029,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,0-9,1643157,893749,749408,1643157,893749,749408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,10-14,914574,514164,400410,891200,503917,387283,21941,9561,12380,700,286,414,614,339,275,119,61,58,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,15-19,1003256,566349,436907,935938,545405,390533,64934,19845,45089,1252,510,742,903,515,388,229,74,155,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,20-24,1069803,576792,493011,713272,456173,257099,350483,117944,232539,2577,913,1664,2374,1344,1030,1097,418,679,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,25-29,1008405,532209,476196,284707,203698,81009,711472,323023,388449,5071,1774,3297,4359,2454,1905,2796,1260,1536,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,30-34,853033,446265,406768,68154,50287,17867,767148,388788,378360,9219,2747,6472,4682,2549,2133,3830,1894,1936,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,35-39,786229,406613,379616,23818,17358,6460,738374,380963,357411,16273,4034,12239,4346,2383,1963,3418,1875,1543,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,40-44,685825,353302,332523,13140,9489,3651,640989,335107,305882,25678,5472,20206,3543,1847,1696,2475,1387,1088,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,45-49,622829,322552,300277,8410,6110,2300,572859,306305,266554,36973,7621,29352,2847,1538,1309,1740,978,762,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,50-54,504607,265801,238806,6480,4503,1977,449690,249562,200128,45261,9926,35335,2129,1214,915,1047,596,451,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,55-59,387409,202049,185360,4659,3068,1591,337591,187256,150335,43222,10670,32552,1330,727,603,607,328,279,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,60-64,341861,172658,169203,5681,3533,2148,271748,152865,118883,62818,15433,47385,1145,596,549,469,231,238,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,65-69,223477,114982,108495,5391,3270,2121,162629,95874,66755,54503,15323,39180,706,399,307,248,116,132,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,70-74,157355,80999,76356,3076,1925,1151,97655,62330,35325,55959,16375,39584,525,298,227,140,71,69,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,75-79,80694,40839,39855,1320,769,551,45464,28573,16891,33608,11312,22296,247,159,88,55,26,29,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,80+,104720,50227,54493,5859,3531,2328,42561,27189,15372,55902,19292,36610,296,175,121,102,40,62,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,Age not stated,11912,6439,5473,6370,3912,2458,4888,2332,2556,593,158,435,38,26,12,23,11,12,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,Less than 18,3135812,1733491,1402321,3086275,1713677,1372598,46843,18582,28261,1448,565,883,1038,575,463,208,92,116,0,0,0
C0402,3,0,State - PUNJAB (03),Urban,Less than 21,3798937,2106109,1692828,3657330,2059930,1597400,136742,43933,92809,2453,966,1487,1910,1089,821,502,191,311,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,All ages,1055450,580663,474787,492014,289490,202524,527989,282169,245820,31857,7361,24496,2074,990,1084,1516,653,863,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,0-9,173048,92602,80446,173048,92602,80446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,10-14,93464,52140,41324,92490,51779,40711,922,346,576,14,2,12,35,13,22,3,0,3,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,15-19,104418,60521,43897,98824,58957,39867,5491,1525,3966,44,11,33,52,26,26,7,2,5,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,20-24,121244,68467,52777,82230,53943,28287,38700,14407,24293,130,32,98,126,62,64,58,23,35,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,25-29,110237,60694,49543,31656,22904,8752,77766,37479,40287,352,108,244,310,147,163,153,56,97,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,30-34,90803,49625,41178,6792,4809,1983,82727,44354,38373,676,175,501,329,155,174,279,132,147,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,35-39,83672,45566,38106,2365,1579,786,79369,43439,35930,1314,256,1058,315,153,162,309,139,170,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,40-44,68921,37268,31653,1215,787,428,65161,35927,29234,2073,368,1705,259,99,160,213,87,126,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,45-49,60352,32893,27459,709,469,240,56377,31783,24594,2868,460,2408,217,99,118,181,82,99,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,50-54,46942,26108,20834,555,350,205,42730,25022,17708,3390,616,2774,146,68,78,121,52,69,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,55-59,34925,19745,15180,407,235,172,30867,18677,12190,3454,735,2719,120,64,56,77,34,43,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,60-64,25801,13530,12271,447,256,191,20939,12356,8583,4296,863,3433,68,38,30,51,17,34,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,65-69,15839,8250,7589,476,314,162,11850,7112,4738,3451,787,2664,32,20,12,30,17,13,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,70-74,11385,5998,5387,227,158,69,7650,4868,2782,3469,952,2517,24,15,9,15,5,10,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,75-79,6422,3255,3167,89,50,39,3884,2489,1395,2428,702,1726,15,11,4,6,3,3,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,80+,7631,3800,3831,263,157,106,3452,2328,1124,3878,1292,2586,25,19,6,13,4,9,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,Age not stated,346,201,145,221,141,80,104,57,47,20,2,18,1,1,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,Less than 18,324120,177600,146520,321434,176709,144725,2580,853,1727,38,7,31,62,30,32,6,1,5,0,0,0
C0402,4,0,State - CHANDIGARH (04),Total,Less than 21,397059,220202,176857,385074,216615,168459,11780,3513,8267,86,22,64,105,50,55,14,2,12,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,All ages,28991,17150,11841,13962,8812,5150,14361,8149,6212,602,153,449,46,24,22,20,12,8,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,0-9,5942,3183,2759,5942,3183,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,10-14,2537,1421,1116,2522,1416,1106,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,15-19,2765,1787,978,2561,1731,830,200,52,148,1,1,0,3,3,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,20-24,3593,2255,1338,1916,1581,335,1665,667,998,9,4,5,1,1,0,2,2,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,25-29,3806,2260,1546,683,601,82,3099,1644,1455,5,3,2,14,9,5,5,3,2,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,30-34,3101,1902,1199,155,138,17,2904,1754,1150,27,5,22,8,3,5,7,2,5,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,35-39,2321,1455,866,54,47,7,2229,1395,834,29,7,22,7,4,3,2,2,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,40-44,1547,947,600,25,24,1,1470,909,561,47,11,36,3,1,2,2,2,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,45-49,1049,638,411,18,16,2,971,611,360,55,11,44,4,0,4,1,0,1,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,50-54,723,415,308,21,17,4,637,384,253,62,12,50,2,1,1,1,1,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,55-59,503,272,231,9,9,0,440,256,184,52,7,45,2,0,2,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,60-64,481,277,204,15,14,1,365,234,131,101,29,72,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,65-69,255,140,115,17,16,1,174,105,69,62,17,45,2,2,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,70-74,181,96,85,6,5,1,104,69,35,71,22,49,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,75-79,75,43,32,3,3,0,42,31,11,30,9,21,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,80+,106,55,51,11,9,2,44,31,13,51,15,36,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,Age not stated,6,4,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,Less than 18,9957,5514,4443,9914,5499,4415,43,15,28,0,0,0,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Rural,Less than 21,12001,6888,5113,11571,6764,4807,426,120,306,1,1,0,3,3,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,All ages,1026459,563513,462946,478052,280678,197374,513628,274020,239608,31255,7208,24047,2028,966,1062,1496,641,855,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,0-9,167106,89419,77687,167106,89419,77687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,10-14,90927,50719,40208,89968,50363,39605,907,341,566,14,2,12,35,13,22,3,0,3,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,15-19,101653,58734,42919,96263,57226,39037,5291,1473,3818,43,10,33,49,23,26,7,2,5,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,20-24,117651,66212,51439,80314,52362,27952,37035,13740,23295,121,28,93,125,61,64,56,21,35,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,25-29,106431,58434,47997,30973,22303,8670,74667,35835,38832,347,105,242,296,138,158,148,53,95,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,30-34,87702,47723,39979,6637,4671,1966,79823,42600,37223,649,170,479,321,152,169,272,130,142,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,35-39,81351,44111,37240,2311,1532,779,77140,42044,35096,1285,249,1036,308,149,159,307,137,170,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,40-44,67374,36321,31053,1190,763,427,63691,35018,28673,2026,357,1669,256,98,158,211,85,126,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,45-49,59303,32255,27048,691,453,238,55406,31172,24234,2813,449,2364,213,99,114,180,82,98,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,50-54,46219,25693,20526,534,333,201,42093,24638,17455,3328,604,2724,144,67,77,120,51,69,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,55-59,34422,19473,14949,398,226,172,30427,18421,12006,3402,728,2674,118,64,54,77,34,43,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,60-64,25320,13253,12067,432,242,190,20574,12122,8452,4195,834,3361,68,38,30,51,17,34,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,65-69,15584,8110,7474,459,298,161,11676,7007,4669,3389,770,2619,30,18,12,30,17,13,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,70-74,11204,5902,5302,221,153,68,7546,4799,2747,3398,930,2468,24,15,9,15,5,10,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,75-79,6347,3212,3135,86,47,39,3842,2458,1384,2398,693,1705,15,11,4,6,3,3,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,80+,7525,3745,3780,252,148,104,3408,2297,1111,3827,1277,2550,25,19,6,13,4,9,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,Age not stated,340,197,143,217,139,78,102,55,47,20,2,18,1,1,0,0,0,0,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,Less than 18,314163,172086,142077,311520,171210,140310,2537,838,1699,38,7,31,62,30,32,6,1,5,0,0,0
C0402,4,0,State - CHANDIGARH (04),Urban,Less than 21,385058,213314,171744,373503,209851,163652,11354,3393,7961,85,21,64,102,47,55,14,2,12,0,0,0
C0402,5,0,State - UTTARAKHAND (05),Total,All ages,10086292,5137773,4948519,5057886,2841151,2216735,4514826,2185211,2329615,489495,102280,387215,17802,6770,11032,6283,2361,3922,0,0,0
