table,state_code,district_code,area_name,total,age_group,total_p,total_m,total_f,never_married_t,never_married_m,never_married_f,curr_married_t,curr_married_m,curr_married_f,widowed_t,widowed_m,widowed_f,separated_t,separated_m,separated_f,divorced_t,divorced_m,divorced_f,unspecified_t,unspecified_m,unspecified_f
C0402,18,0,State - ASSAM (18),Rural,20-24,2477603,1203111,1274492,1234865,854999,379866,1221012,344153,876859,11192,2500,8692,4181,764,3417,6353,695,5658,0,0,0
C0402,18,0,State - ASSAM (18),Rural,25-29,2386510,1183063,1203447,604607,452087,152520,1744274,722702,1021572,23438,5772,17666,5809,1183,4626,8382,1319,7063,0,0,0
C0402,18,0,State - ASSAM (18),Rural,30-34,1949510,984620,964890,252282,186305,65977,1647567,787557,860010,36301,8085,28216,5728,1215,4513,7632,1458,6174,0,0,0
C0402,18,0,State - ASSAM (18),Rural,35-39,1879751,962030,917721,119793,80645,39148,1686073,865883,820190,60078,12288,47790,6411,1569,4842,7396,1645,5751,0,0,0
C0402,18,0,State - ASSAM (18),Rural,40-44,1507048,793546,713502,56652,32137,24515,1354617,742782,611835,83777,15732,68045,6078,1502,4576,5924,1393,4531,0,0,0
C0402,18,0,State - ASSAM (18),Rural,45-49,1310964,693457,617507,33002,15563,17439,1156235,655310,500925,111595,20048,91547,5537,1381,4156,4595,1155,3440,0,0,0
C0402,18,0,State - ASSAM (18),Rural,50-54,974992,519994,454998,18788,8626,10162,818513,486959,331554,130368,22459,107909,4246,1167,3079,3077,783,2294,0,0,0
C0402,18,0,State - ASSAM (18),Rural,55-59,702760,371541,331219,10561,4890,5671,567043,344115,222928,120562,21136,99426,2844,894,1950,1750,506,1244,0,0,0
C0402,18,0,State - ASSAM (18),Rural,60-64,649041,327339,321702,11981,5684,6297,454481,292204,162277,178525,28189,150336,2605,857,1748,1449,405,1044,0,0,0
C0402,18,0,State - ASSAM (18),Rural,65-69,422443,211838,210605,8707,4389,4318,272481,183557,88924,138843,22985,115858,1601,643,958,811,264,547,0,0,0
C0402,18,0,State - ASSAM (18),Rural,70-74,327588,166867,160721,4862,2427,2435,187464,138838,48626,133600,24821,108779,1123,580,543,539,201,338,0,0,0
C0402,18,0,State - ASSAM (18),Rural,75-79,153054,80838,72216,2186,1173,1013,83974,64241,19733,66216,15065,51151,470,273,197,208,86,122,0,0,0
C0402,18,0,State - ASSAM (18),Rural,80+,195387,97407,97980,11935,6574,5361,88481,66337,22144,94085,23997,70088,574,369,205,312,130,182,0,0,0
C0402,18,0,State - ASSAM (18),Rural,Age not stated,15019,7852,7167,9217,5334,3883,4895,2344,2551,833,147,686,42,21,21,32,6,26,0,0,0
C0402,18,0,State - ASSAM (18),Rural,Less than 18,10785819,5536281,5249538,10634904,5499515,5135389,143513,34515,108998,4747,1314,3433,1656,703,953,999,234,765,0,0,0
C0402,18,0,State - ASSAM (18),Rural,Less than 21,12487482,6373359,6114123,11821753,6252480,5569273,649434,117052,532382,9209,2343,6866,3455,1039,2416,3631,445,3186,0,0,0
C0402,18,0,State - ASSAM (18),Urban,All ages,4398542,2260454,2138088,2039691,1154642,885049,2126135,1070253,1055882,213755,28812,184943,12161,5343,6818,6800,1404,5396,0,0,0
C0402,18,0,State - ASSAM (18),Urban,0-9,665665,342038,323627,665665,342038,323627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,18,0,State - ASSAM (18),Urban,10-14,391961,201617,190344,385402,199467,185935,6027,1960,4067,290,70,220,183,98,85,59,22,37,0,0,0
C0402,18,0,State - ASSAM (18),Urban,15-19,404490,206997,197493,367244,200735,166509,36258,6000,30258,599,142,457,260,97,163,129,23,106,0,0,0
C0402,18,0,State - ASSAM (18),Urban,20-24,431802,212469,219333,283007,176920,106087,146160,34966,111194,1367,262,1105,778,262,516,490,59,431,0,0,0
C0402,18,0,State - ASSAM (18),Urban,25-29,428637,209979,218658,169140,119452,49688,254308,89411,164897,2894,481,2413,1384,517,867,911,118,793,0,0,0
C0402,18,0,State - ASSAM (18),Urban,30-34,380550,189627,190923,79416,59195,20221,292950,128836,164114,5554,840,4714,1635,591,1044,995,165,830,0,0,0
C0402,18,0,State - ASSAM (18),Urban,35-39,380722,191649,189073,38653,27688,10965,328697,161701,166996,10321,1241,9080,1892,762,1130,1159,257,902,0,0,0
C0402,18,0,State - ASSAM (18),Urban,40-44,324158,171917,152241,18072,11532,6540,287816,157733,130083,15517,1680,13837,1779,753,1026,974,219,755,0,0,0
C0402,18,0,State - ASSAM (18),Urban,45-49,284285,152624,131661,10492,5756,4736,250490,143710,106780,21054,2292,18762,1442,673,769,807,193,614,0,0,0
C0402,18,0,State - ASSAM (18),Urban,50-54,217371,122266,95105,6395,3290,3105,184979,115421,69558,24283,2793,21490,1149,616,533,565,146,419,0,0,0
C0402,18,0,State - ASSAM (18),Urban,55-59,154065,86701,67364,3848,1923,1925,126242,81522,44720,23028,2801,20227,667,381,286,280,74,206,0,0,0
C0402,18,0,State - ASSAM (18),Urban,60-64,126657,67224,59433,3551,1739,1812,91962,61540,30422,30470,3631,26839,468,257,211,206,57,149,0,0,0
C0402,18,0,State - ASSAM (18),Urban,65-69,81199,42135,39064,2547,1288,1259,53698,37398,16300,24632,3284,21348,232,133,99,90,32,58,0,0,0
C0402,18,0,State - ASSAM (18),Urban,70-74,57689,29578,28111,1326,729,597,33487,25431,8056,22672,3307,19365,143,97,46,61,14,47,0,0,0
C0402,18,0,State - ASSAM (18),Urban,75-79,31298,15761,15537,666,345,321,16511,12852,3659,14028,2505,11523,61,48,13,32,11,21,0,0,0
C0402,18,0,State - ASSAM (18),Urban,80+,34188,15830,18358,2261,1340,921,14967,10969,3998,16848,3456,13392,77,52,25,35,13,22,0,0,0
C0402,18,0,State - ASSAM (18),Urban,Age not stated,3805,2042,1763,2006,1205,801,1583,803,780,198,27,171,11,6,5,7,1,6,0,0,0
C0402,18,0,State - ASSAM (18),Urban,Less than 18,1291902,664571,627331,1272422,659496,612926,18400,4746,13654,658,140,518,316,159,157,106,30,76,0,0,0
C0402,18,0,State - ASSAM (18),Urban,Less than 21,1559739,797891,761848,1489075,784556,704519,68669,12782,55887,1158,258,900,570,237,333,267,58,209,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,All ages,91276115,46809027,44467088,39945035,22930879,17014156,46394483,23084775,23309708,4459606,667422,3792184,314506,89210,225296,162485,36741,125744,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,0-9,15580952,7960625,7620327,15580952,7960625,7620327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,10-14,9156523,4677506,4479017,8968831,4605359,4363472,174562,67363,107199,7022,2000,5022,4822,2258,2564,1286,526,760,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,15-19,9058031,4702325,4355706,7592878,4476118,3116760,1432835,218843,1213992,16647,3701,12946,10063,2825,7238,5608,838,4770,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,20-24,8758322,4422630,4335692,4131499,3109346,1022153,4552683,1299195,3253488,30950,6099,24851,26210,5323,20887,16980,2667,14313,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,25-29,7997909,4044904,3953005,1834704,1490506,344198,6047767,2531606,3516161,56682,10394,46288,36289,8041,28248,22467,4357,18110,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,30-34,6841590,3464659,3376931,700953,554461,146492,5988941,2880738,3108203,88911,14740,74171,39738,9782,29956,23047,4938,18109,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,35-39,7012646,3523361,3489285,350444,251950,98494,6436032,3232021,3204011,156562,21920,134642,44934,11715,33219,24674,5755,18919,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,40-44,6153060,3219604,2933456,208237,137683,70554,5633795,3034614,2599181,248170,31026,217144,41227,11039,30188,21631,5242,16389,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,45-49,5335719,2814212,2521507,141727,87591,54136,4815183,2670631,2144552,327636,42395,285241,34672,9578,25094,16501,4017,12484,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,50-54,4257880,2317232,1940648,102238,59717,42521,3694864,2190091,1504773,422919,56619,366300,25888,7778,18110,11971,3027,8944,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,55-59,3268650,1746903,1521747,67770,39271,28499,2719971,1637045,1082926,456701,63115,393586,17020,5554,11466,7188,1918,5270,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,60-64,2745454,1406401,1339053,56290,31754,24536,2008643,1283827,724816,662300,84842,577458,13251,4611,8640,4970,1367,3603,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,65-69,1982993,991280,991713,40116,23058,17058,1299577,876724,422853,632089,86964,545125,8504,3667,4837,2707,867,1840,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,70-74,1390607,686881,703726,26131,15523,10608,784558,578338,206220,572886,89533,483353,5446,2932,2514,1586,555,1031,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,75-79,739767,360216,379551,14802,9084,5718,377531,286668,90863,343955,62408,281547,2801,1795,1006,678,261,417,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,80+,883561,406536,477025,66537,39796,26741,382291,273717,108574,430503,90546,339957,3253,2150,1103,977,327,650,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,Age not stated,112451,63752,48699,60926,39037,21889,45250,23354,21896,5673,1120,4553,388,162,226,214,79,135,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,Less than 18,29999403,15407767,14591636,29390949,15246980,14143969,578610,151889,426721,17275,4199,13076,9210,3786,5424,3359,913,2446,0,0,0
C0402,19,0,State - WEST BENGAL (19),Total,Less than 21,35957778,18383613,17574165,33352571,17906855,15445716,2544201,461920,2082281,30584,6928,23656,20048,6071,13977,10374,1839,8535,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,All ages,62183113,31844945,30338168,27647792,15838382,11809410,31322811,15515630,15807181,2906013,417553,2488460,190725,48863,141862,115772,24517,91255,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,0-9,11481586,5855522,5626064,11481586,5855522,5626064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,10-14,6677094,3401028,3276066,6550649,3353034,3197615,118102,44964,73138,4379,1239,3140,3069,1434,1635,895,357,538,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,15-19,6442695,3359604,3083091,5304010,3192094,2111916,1116033,162791,953242,11313,2382,8931,6830,1760,5070,4509,577,3932,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,20-24,6042721,3062672,2980049,2550784,2042085,508699,3439733,1011210,2428523,21405,4107,17298,17425,3220,14205,13374,2050,11324,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,25-29,5354996,2723495,2631501,980760,842601,138159,4296988,1866383,2430605,38584,6811,31773,22143,4482,17661,16521,3218,13303,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,30-34,4452270,2255183,2197087,319310,260143,59167,4035797,1977678,2058119,58238,9002,49236,22906,5017,17889,16019,3343,12676,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,35-39,4596701,2306077,2290624,147066,104504,42562,4304740,2178257,2126483,102052,13624,88428,25813,5941,19872,17030,3751,13279,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,40-44,4024731,2100597,1924134,82330,53011,29319,3741466,2019473,1721993,161906,19311,142595,24165,5544,18621,14864,3258,11606,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,45-49,3422477,1807534,1614943,54530,33014,21516,3128122,1740631,1387491,208149,26573,181576,20194,4755,15439,11482,2561,8921,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,50-54,2693913,1469321,1224592,37102,21271,15831,2366478,1407161,959317,266703,35094,231609,15285,3887,11398,8345,1908,6437,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,55-59,2048869,1086200,962669,24320,14059,10261,1717360,1028710,688650,291781,39362,252419,10385,2847,7538,5023,1222,3801,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,60-64,1746446,881516,864930,22271,12319,9952,1272022,812395,459627,440037,53236,386801,8583,2666,5917,3533,900,2633,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,65-69,1280414,625865,654549,17155,9811,7344,823731,556846,266885,431814,56250,375564,5779,2369,3410,1935,589,1346,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,70-74,876931,421658,455273,9912,5625,4287,483796,357332,126464,378383,56335,322048,3773,2012,1761,1067,354,713,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,75-79,456033,217061,238972,5495,3184,2311,228374,174115,54259,219743,38280,181463,1986,1310,676,435,172,263,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,80+,536855,245245,291610,35445,20744,14701,229963,167318,62645,268643,55434,213209,2195,1543,652,609,206,403,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,Age not stated,48381,26367,22014,25067,15361,9706,20106,10366,9740,2883,513,2370,194,76,118,131,51,80,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,Less than 18,21925137,11250345,10674792,21481584,11139604,10341980,423714,105094,318620,11364,2677,8687,5938,2362,3576,2537,608,1929,0,0,0
C0402,19,0,State - WEST BENGAL (19),Rural,Less than 21,26121741,13347184,12774557,24119831,12993585,11126246,1959859,344066,1615793,20340,4408,15932,13452,3808,9644,8259,1317,6942,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,All ages,29093002,14964082,14128920,12297243,7092497,5204746,15071672,7569145,7502527,1553593,249869,1303724,123781,40347,83434,46713,12224,34489,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,0-9,4099366,2105103,1994263,4099366,2105103,1994263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,10-14,2479429,1276478,1202951,2418182,1252325,1165857,56460,22399,34061,2643,761,1882,1753,824,929,391,169,222,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,15-19,2615336,1342721,1272615,2288868,1284024,1004844,316802,56052,260750,5334,1319,4015,3233,1065,2168,1099,261,838,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,20-24,2715601,1359958,1355643,1580715,1067261,513454,1112950,287985,824965,9545,1992,7553,8785,2103,6682,3606,617,2989,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,25-29,2642913,1321409,1321504,853944,647905,206039,1750779,665223,1085556,18098,3583,14515,14146,3559,10587,5946,1139,4807,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,30-34,2389320,1209476,1179844,381643,294318,87325,1953144,903060,1050084,30673,5738,24935,16832,4765,12067,7028,1595,5433,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,35-39,2415945,1217284,1198661,203378,147446,55932,2131292,1053764,1077528,54510,8296,46214,19121,5774,13347,7644,2004,5640,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,40-44,2128329,1119007,1009322,125907,84672,41235,1892329,1015141,877188,86264,11715,74549,17062,5495,11567,6767,1984,4783,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,45-49,1913242,1006678,906564,87197,54577,32620,1687061,930000,757061,119487,15822,103665,14478,4823,9655,5019,1456,3563,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,50-54,1563967,847911,716056,65136,38446,26690,1328386,782930,545456,156216,21525,134691,10603,3891,6712,3626,1119,2507,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,55-59,1219781,660703,559078,43450,25212,18238,1002611,608335,394276,164920,23753,141167,6635,2707,3928,2165,696,1469,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,60-64,999008,524885,474123,34019,19435,14584,736621,471432,265189,222263,31606,190657,4668,1945,2723,1437,467,970,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,65-69,702579,365415,337164,22961,13247,9714,475846,319878,155968,200275,30714,169561,2725,1298,1427,772,278,494,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,70-74,513676,265223,248453,16219,9898,6321,300762,221006,79756,194503,33198,161305,1673,920,753,519,201,318,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,75-79,283734,143155,140579,9307,5900,3407,149157,112553,36604,124212,24128,100084,815,485,330,243,89,154,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,80+,346706,161291,185415,31092,19052,12040,152328,106399,45929,161860,35112,126748,1058,607,451,368,121,247,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,Age not stated,64070,37385,26685,35859,23676,12183,25144,12988,12156,2790,607,2183,194,86,108,83,28,55,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,Less than 18,8074266,4157422,3916844,7909365,4107376,3801989,154896,46795,108101,5911,1522,4389,3272,1424,1848,822,305,517,0,0,0
C0402,19,0,State - WEST BENGAL (19),Urban,Less than 21,9836037,5036429,4799608,9232740,4913270,4319470,584342,117854,466488,10244,2520,7724,6596,2263,4333,2115,522,1593,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,All ages,32988134,16930315,16057819,16690866,9224365,7466501,14862184,7354624,7507560,1356912,329034,1027878,61487,18279,43208,16685,4013,12672,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,0-9,7786722,3989013,3797709,7786722,3989013,3797709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,10-14,4104396,2112627,1991769,4024770,2081587,1943183,75027,29169,45858,2927,1082,1845,1362,656,706,310,133,177,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,15-19,3205268,1714887,1490381,2742272,1625413,1116859,452930,86589,366341,5988,1933,4055,3102,753,2349,976,199,777,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,20-24,2827622,1431263,1396359,1222461,886956,335505,1581981,538233,1043748,13706,3932,9774,7190,1722,5468,2284,420,1864,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,25-29,2652639,1342314,1310325,469760,361559,108201,2145601,970619,1174982,25811,6970,18841,8816,2540,6276,2651,626,2025,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,30-34,2307296,1165866,1141430,157332,115138,42194,2098763,1038333,1060430,40627,9404,31223,8327,2462,5865,2247,529,1718,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,35-39,2136764,1092675,1044089,68903,44581,24322,1994118,1031653,962465,63323,13408,49915,8363,2529,5834,2057,504,1553,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,40-44,1788506,930421,858085,38321,22338,15983,1653234,886727,766507,87968,18823,69145,7205,2104,5101,1778,429,1349,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,45-49,1534094,798966,735128,24570,13233,11337,1391042,758979,632063,111732,24714,87018,5459,1695,3764,1291,345,946,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,50-54,1186181,620682,565499,18303,9364,8939,1031720,580020,451700,131511,29917,101594,3765,1131,2634,882,250,632,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,55-59,985234,487604,497630,13747,6921,6826,837007,448358,388649,131298,31360,99938,2560,805,1755,622,160,462,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,60-64,957482,474565,482917,19589,8950,10639,709575,416143,293432,225229,48570,176659,2446,747,1699,643,155,488,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,65-69,635397,317852,317545,15917,8017,7900,431511,265300,166211,186238,43968,142270,1332,466,866,399,101,298,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,70-74,407108,210878,196230,7762,3762,4000,235653,164404,71249,162730,42347,120383,727,294,433,236,71,165,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,75-79,167954,83542,84412,3237,1630,1607,92978,60809,32169,71358,20929,50429,287,144,143,94,30,64,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,80+,188737,94908,93829,12887,7376,5511,83769,56886,26883,91635,30465,61170,321,148,173,125,33,92,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,Age not stated,116734,62252,54482,64313,38527,25786,47275,22402,24873,4831,1212,3619,225,83,142,90,28,62,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,Less than 18,13836161,7150939,6685222,13622315,7086263,6536052,204261,61237,143024,6320,2198,4122,2612,1005,1607,653,236,417,0,0,0
C0402,20,0,State - JHARKHAND (20),Total,Less than 21,15872429,8202133,7670296,14973835,7993239,6980596,878228,202749,675479,12171,3933,8238,6297,1788,4509,1898,424,1474,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,All ages,25055073,12776486,12278587,12717507,6971289,5746218,11221976,5527204,5694772,1052909,259933,792976,49644,15056,34588,13037,3004,10033,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,0-9,6289373,3205034,3084339,6289373,3205034,3084339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,10-14,3237192,1662046,1575146,3175912,1638451,1537461,57730,22152,35578,2223,823,1400,1091,519,572,236,101,135,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,15-19,2359367,1268321,1091046,1975753,1195335,780418,375552,70725,304827,4560,1494,3066,2679,622,2057,823,145,678,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,20-24,2052259,1031084,1021175,752027,573504,178523,1281593,452601,828992,10669,3154,7515,6017,1468,4549,1953,357,1596,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,25-29,1942429,976894,965535,255146,198968,56178,1657993,769598,888395,20049,5667,14382,7133,2139,4994,2108,522,1586,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,30-34,1697271,849293,847978,88427,61484,26943,1569384,777881,791503,31147,7520,23627,6589,2019,4570,1724,389,1335,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,35-39,1570756,799950,770806,43519,26508,17011,1471363,760278,711085,47875,10768,37107,6508,2044,4464,1491,352,1139,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,40-44,1312316,676548,635768,25874,14055,11819,1213031,645317,567714,66511,15190,51321,5602,1696,3906,1298,290,1008,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,45-49,1122090,580579,541511,16854,8468,8386,1016206,550656,465550,83685,19831,63854,4384,1384,3000,961,240,721,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,50-54,861644,447952,413692,12462,5973,6489,746375,417077,329298,99105,23809,75296,3040,921,2119,662,172,490,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,55-59,720551,343784,376767,9271,4427,4844,609845,314297,295548,98852,24287,74565,2088,652,1436,495,121,374,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,60-64,739909,359498,380411,14309,6338,7971,542967,313473,229494,180022,38929,141093,2093,649,1444,518,109,409,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,65-69,502092,246596,255496,11092,5506,5586,338148,205394,132754,151353,35202,116151,1152,408,744,347,86,261,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,70-74,319521,163601,155920,5384,2554,2830,182813,127198,55615,130513,33549,96964,616,244,372,195,56,139,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,75-79,128086,62658,65428,2100,1058,1042,71169,45605,25564,54503,15859,38644,245,117,128,69,19,50,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,80+,143253,72523,70730,9028,5129,3899,64748,44095,20653,69114,23156,45958,264,118,146,99,25,74,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,Age not stated,56964,30125,26839,30976,18497,12479,23059,10857,12202,2728,695,2033,143,56,87,58,20,38,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,Less than 18,10969254,5652041,5317213,10799791,5602133,5197658,162006,47251,114755,4777,1680,3097,2168,803,1365,512,174,338,0,0,0
C0402,20,0,State - JHARKHAND (20),Rural,Less than 21,12465570,6421104,6044466,11724505,6248655,5475850,724740,167595,557145,9354,3055,6299,5359,1469,3890,1612,330,1282,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,All ages,7933061,4153829,3779232,3973359,2253076,1720283,3640208,1827420,1812788,304003,69101,234902,11843,3223,8620,3648,1009,2639,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,0-9,1497349,783979,713370,1497349,783979,713370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,10-14,867204,450581,416623,848858,443136,405722,17297,7017,10280,704,259,445,271,137,134,74,32,42,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,15-19,845901,446566,399335,766519,430078,336441,77378,15864,61514,1428,439,989,423,131,292,153,54,99,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,20-24,775363,400179,375184,470434,313452,156982,300388,85632,214756,3037,778,2259,1173,254,919,331,63,268,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,25-29,710210,365420,344790,214614,162591,52023,487608,201021,286587,5762,1303,4459,1683,401,1282,543,104,439,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,30-34,610025,316573,293452,68905,53654,15251,529379,260452,268927,9480,1884,7596,1738,443,1295,523,140,383,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,35-39,566008,292725,273283,25384,18073,7311,522755,271375,251380,15448,2640,12808,1855,485,1370,566,152,414,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,40-44,476190,253873,222317,12447,8283,4164,440203,241410,198793,21457,3633,17824,1603,408,1195,480,139,341,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,45-49,412004,218387,193617,7716,4765,2951,374836,208323,166513,28047,4883,23164,1075,311,764,330,105,225,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,50-54,324537,172730,151807,5841,3391,2450,285345,162943,122402,32406,6108,26298,725,210,515,220,78,142,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,55-59,264683,143820,120863,4476,2494,1982,227162,134061,93101,32446,7073,25373,472,153,319,127,39,88,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,60-64,217573,115067,102506,5280,2612,2668,166608,102670,63938,45207,9641,35566,353,98,255,125,46,79,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,65-69,133305,71256,62049,4825,2511,2314,93363,59906,33457,34885,8766,26119,180,58,122,52,15,37,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,70-74,87587,47277,40310,2378,1208,1170,52840,37206,15634,32217,8798,23419,111,50,61,41,15,26,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,75-79,39868,20884,18984,1137,572,565,21809,15204,6605,16855,5070,11785,42,27,15,25,11,14,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,80+,45484,22385,23099,3859,2247,1612,19021,12791,6230,22521,7309,15212,57,30,27,26,8,18,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,Age not stated,59770,32127,27643,33337,20030,13307,24216,11545,12671,2103,517,1586,82,27,55,32,8,24,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,Less than 18,2866907,1498898,1368009,2822524,1484130,1338394,42255,13986,28269,1543,518,1025,444,202,242,141,62,79,0,0,0
C0402,20,0,State - JHARKHAND (20),Urban,Less than 21,3406859,1781029,1625830,3249330,1744584,1504746,153488,35154,118334,2817,878,1939,938,319,619,286,94,192,0,0,0
C0402,21,0,State - ODISHA (21),Total,All ages,41974218,21212136,20762082,19537946,10767865,8770081,20188960,9941711,10247249,2068214,455587,1612627,142774,40494,102280,36324,6479,29845,0,0,0
C0402,21,0,State - ODISHA (21),Total,0-9,7727797,3963466,3764331,7727797,3963466,3764331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
